KUL Ecoloch Phase II,Kumar Builders,Hinjewadi,1 2 3 BHK,Pune
Marvel Fria,Marvel Group,Wagholi,2 3 BHK,Pune
Kukreja Heritage,Kukreja Builders,Vishrantwadi,1 2 3 BHK,Pune
33 Mile Stone,Labh Promoters And Developers,Tathawade,2 BHK,Pune
Sai Cannary,Clover Realty,Balewadi,2 3 BHK,Pune
Madhuban,Venkatesh Buildcon,Baner,2 BHK,Pune
Morning Mist,Swati Construction,Wagholi,1 2 BHK,Pune
Ivory,Bhandari Associates,Wagholi,1 2 BHK,Pune
Bramha Sky City,Brahma Realty & Infrastructure,Viman Nagar,2 3 BHK,Pune
Fragrancia,Venkateshwara Square Disha Associates,Koregaon Park,2 BHK,Pune
Bhoomi Enclave,Agarwal Constructions,Wagholi,1 2 BHK,Pune
Suyog Nisarg,Suyog Group,Wagholi,1 2 BHK,Pune
Altius Drome,Atharva Builders,Kharadi,1 2 BHK,Pune
Palladium Exotica,Palladium Developers,Dhanori,2 3 BHK,Pune
Aria,Ajmera,Koregaon Park,5 BHK,Pune
Srushti Regency,WS Developers,Wagholi,1 2 BHK,Pune
Indu Heights,Bal Krishna Developers,Dighi,1 2 BHK,Pune
Aurum Vatika,Aurum Developers,Dighi,2 BHK,Pune
Shree Ram Miracle,Shreeram Group,Dhanori,2 BHK,Pune
Ganga Arcadia,Goel Ganga Group,Kharadi,2 3 BHK,Pune
Eon Homes,Kasturi,Hinjewadi,2 3 BHK,Pune
Hemant Sunville,Hemant Group,Ambe Gaon,1 2 3 BHK,Pune
Sai Galaxy,Unecha Associates,Wagholi,1 BHK,Pune
Ravi Park,Yash Associates,Handewadi Road,1 2 BHK,Pune
Gulmohar Primrose,Gulmohar Development,Wagholi,2 3 BHK,Pune
Karan City,Karan Group,Kalyani Nagar,2 3 BHK,Pune
DB Golf Links,DB Realty,Shastri Nagar,3 4 5 BHK,Pune
Dwarka,Naiknavre Developers,Chakan,1 BHK,Pune
Keshav Residency,S. K. Developers,Dhanori,1 BHK,Pune
K.K.Meadows,Shah and Associates,Alandi,1 2 BHK,Pune
Babar Solanki Residency,Babar & Asha Developers,Dighi,1 2 BHK,Pune
Dhavel Shivtirth,Dhavel Projects Pvt. Ltd.,Wagholi,1 2 BHK,Pune
Polite Panaroma,Polite Group,Dighi,1 2 3 BHK,Pune
Excel Homes,Golden Bricks Developers Ltd.,Lohegaon,1 2 BHK,Pune
Balaji Residency,Kamalraj Group,Dighi,2 3 BHK,Pune
IVY Estates Terrace Flats,Kolte Patil,Wagholi,2 3 BHK,Pune
Vascon Ela,Vason Infra,Hadapsar,2 3 BHK,Pune
Anant Villa,Shree Promoters,Koregaon Park,1 2 BHK,Pune
Spencer Apartments,Bharucha and Motivala,Viman Nagar,4 BHK,Pune
Marvel Kyra,Marvel Realtors,Dighi,5 BHK,Pune
Woods Royale,Kharde Patil,Kothrud,2 BHK,Pune
Life Republic,Kolte Patel Developers Ltd.,Hinjewadi,2 3 BHK,Pune
City Lights,Morya Ventures,Khed Shivapur,1 BHK,Pune
Fianza City,Shekhar Developers,Shikrapur,1 2 BHK,Pune
Akshay Tower,Akshay Tower,Wakad,2 BHK,Pune
Sirocco Grande,Benchmark,Ravet,2 BHK,Pune
24k Allura,Kolte Patil,Undri,3 4 BHK,Pune
Foliage Park,Sairung Developers,Hinjewadi,Residential Plot in Hinjewadi Pune   Possession by: July 2015,Pune
River Residency,Ishwar Parmar Group,Chikhali,2 3 BHK,Pune
Lodha Belmondo,Lodha Group,Ravet,2 BHK,Pune
Shubh Vihar,Shubh Developers,Wadgaon Sheri,1 BHK,Pune
Kool Homes Arena,Kool Homes,Balewadi,2 3 BHK,Pune
Prime Plus Phase 2,Siddhivinayak Group,Pimple Saudagar,2 BHK,Pune
Pristine Prolife II,Pristine Properties,Wakad,2 3 BHK,Pune
Windsor Park,Icon Realty,Wakad,2 3 BHK,Pune
Pristine Royale,Pristine Properties,Aundh,3 4 >5 BHK,Pune
Casa Imperia,Aum Sanskruti Housing,Wakad,2 BHK,Pune
Glistening Meadows,Moreshwar Developers,Hinjewadi,Residential Plot in Hinjewadi Pune   Possession by: January 2013,Pune
Skylights,Ravinanda Landmarks,Wagholi,1 2 BHK,Pune
Environ,Nyati Group,Vishrantwadi,2 3 BHK,Pune
Satyam Serenity,Vijaylaxmi Creation,Wadgaon Sheri,1 2 BHK,Pune
Srushti Orbit,WS Developers Pvt. Ltd.,Wagholi,1 2 BHK,Pune
Madhuban,Kakkad Developments,Balewadi,2 3 BHK,Pune
The Nook,Bhojwani Homes,Wakad,2 3 BHK,Pune
Waterville,EDN 21,Varasgaon,Residential Plot in Varasgaon Pune ,Pune
Ambiience Greendale,Ambiience Developments,Ghorpadi,2 3 4 5 >5 BHK,Pune
Amrai,Swastik Evolutions,Ambe Gaon,2 3 BHK,Pune
Park Turquoise,Pride Purple Properties,Wakad,2 3 BHK,Pune
Sai Ganga,Goel Ganga Developments,Undri,1 2 BHK,Pune
Eastern Ranges,Phadnis Properties Ltd.,Mundhwa,2 3 4 BHK,Pune
Kalpataru Splendour,Kalpataru Properties Pvt. Ltd.,Wakad,2 BHK,Pune
Kaizen,Smile Housing,Balewadi,2 BHK,Pune
Gagan Akanksha,Gagan Horizon Developers,Urli Kanchan,1 2 BHK,Pune
Gagan Emerald,Gagan Properties,Kondhwa,1 2 3 BHK,Pune
Aloma County,Pride Purple Properties,Aundh,2 3 BHK,Pune
Park Grandeur,Pride Purple Properties,Wakad,3 4 BHK,Pune
Aspire,Green House Ventures,Pimple Saudagar,1 2 BHK,Pune
Archana Trio,KD Construction Venture,NIBM Rd,1 2 BHK,Pune
Ivy Estate,Kolte Patil Development,Wagholi,2 3 BHK,Pune
Imperium,Mittal Brothers Pvt. Ltd. and Anil Jadhav Constructions,Balewadi,3 BHK,Pune
Sarthak Beaulieu,Sarthak Housing,Kondhwa,2 3 BHK,Pune
Nandan Insperia,Nandan Group,Wakad,2 BHK,Pune
Kirti Avenue,Kirti Developers,Baner,2 BHK,Pune
Casa Greens,Casa Developers,Kondhwa,Multistorey Apartment in Kondhwa Pune   Possession by: December 2013,Pune
Lagoona Woods,Suraj Info Pvt. Ltd.,Mulshi,Residential Plot in Mulshi Pune ,Pune
Shree Woods,Shree Yash Realty,Dhanori,2 3 BHK,Pune
Navalakha Ritz,Navalakha Group,Kharadi,2 BHK,Pune
Florencia,Venkateshwara Square Disha Associates,Koregaon Park,3 BHK,Pune
Nest Anusaya,Sai Properties,Wagholi,1 BHK,Pune
Laxmisatyam,Vijay Laxmi Developments,Dhanori,1 2 BHK,Pune
Kukreja Heritage,Kukreja Builders,Dhanori,1 2 BHK,Pune
Konark Krish,Karia Builders,Keshavnagar,3 BHK,Pune
Villa Espaniol,Karia Builders,Mundhwa,5 BHK,Pune
Melon,Blue Skky Builders and Promoters,Wagholi,1 BHK,Pune
Nivasa Prakriti,Nivasa Constructions,Lohegaon,1 2 BHK,Pune
Olive,Blue Skky Builders and Promoters,Wagholi,2 3 BHK,Pune
Sahara City Homes,Sahara India Pariwar,Dhanori,2 3 BHK,Pune
Sai Ambience,Sai Ambience,Aundh,2 BHK,Pune
Shreeram Villa,Shreeram Group,Dhanori,3 BHK,Pune
Nisarg Homes,Tiruupatee Vastu Nirman Pvt. Ltd.,Wagholi,2 BHK,Pune
Aarav Ambience,Aarav Construction,Kharadi,1 2 BHK,Pune
Goodwill Galaxy,Goodwill Creations,Lohegaon,1 2 BHK,Pune
Uttam Townscapes,Fortune Developers & Builders,Tingre Nagar,2 3 BHK,Pune
Ganga Ishanya,Goel Ganga Developments,Kharadi,3 4 BHK,Pune
Ameya Lotus,Ameya Promoters and Builders,Vishrantwadi,2 3 BHK,Pune
Spark Realtys Urban Bliss,Suwarna Infracon Pvt. Ltd.,Wagholi,1 BHK,Pune
Radha Madhav Apartments,Chaitanya Group of Companies,Wagholi,1 2 BHK,Pune
Sharayu Pratham,Sukhakarta Developers,Dighi,1 2 BHK,Pune
Induban Residency,Shri Ganesh Construction Company,Dighi,1 2 BHK,Pune
Karan Rhea,Anshul Realties Pvt. Ltd.,Wadgaon Sheri,1 2 BHK,Pune
Lotus Grace,Lotus Landmarks,Dhanori,1 BHK,Pune
Satyam Serenity,Satyam Builders,Wadgaon Sheri,1 2 BHK,Pune
JD Crystal,Jagadguru Developers,Lohegaon,3 BHK,Pune
Umang Primo,Kolte Patil,Wagholi,2 BHK,Pune
Alcon Silver Leaf,Alcon Builders and Promoters,Mundhwa,2 3 BHK,Pune
Ira,Anshul Realties Pvt. Ltd.,Wadgaon Sheri,2 3 BHK,Pune
Lunkad Sky Vie,Lunkad Realty,Viman Nagar,4 BHK,Pune
Kalp Homes,Prestige Associates,Kharadi,1 2 BHK,Pune
Eastern Ranges,Phadnis Properties,Keshavnagar,2 3 4 BHK,Pune
24K Allura,Kolte Patil,NIBM Rd,3 4 BHK,Pune
Laxmi Garden,Laxmi Garden,Wagholi,Residential Plot in Wagholi Pune   Possession by: March 2013,Pune
Sai Enclave,Bansal Properties,Moshi,1 2 BHK,Pune
Kunal lconic,Kunal Group,Ravet,2 3 BHK,Pune
Aura Solis,Eminent Spaces,Wanowrie,2 3 BHK,Pune
Spectrum Tower,Bhujbal Brothers Construction Company,Kharadi,2 3 BHK,Pune
Raj Aangan,Raj Developers,Talegaon,2 BHK,Pune
Lakhanis Aangan,Lakhani Builders Pvt. Ltd.,Sanaswadi,1 2 BHK,Pune
Waterville,EDN 21,Varasgaon,Residential Plot,Pune
Rising Landscapes,Kool Homes,NIBM Annexe,2 3 BHK,Pune
Solitaire,Ethix Vandan,Kondhwa,2 3 BHK,Pune
Welworth Tinseltown,Welworth Realty,Bavdhan,2 3 BHK,Pune
Oriana,Chandrarang Developers & Builders Pvt. Ltd.,Pimple Gurav,2 3 BHK,Pune
Pristine Prolife,Pristine Properties,Wakad,2 3 BHK,Pune
Shubharambh,Pragati Enterprises,Wagholi,1 2 BHK,Pune
Welworth Paradise,Welworth Properties,Baner,2 3 BHK,Pune
Adrina,Vastushree Developers,Keshavnagar,2 BHK,Pune
Global Serenity,Global Properties,Moshi,2 3 BHK,Pune
Blueberry,Shivshakti Promoters & Builders,Hadapsar,1 2 BHK,Pune
Ratan Neptune,Ratan Housing Development Ltd.,Handewadi Road,1 2 BHK,Pune
Sai Srushti,Unecha Associates,Wagholi,1 2 BHK,Pune
Notting Hill,Paradise Estates,Kondhwa,2 3 BHK,Pune
Dream Sky,Shree Developers,Lohegaon,1 2 BHK,Pune
Six Senses,Eden Landmarks Pvt. Ltd.,Hinjewadi,Residential Plot in Hinjewadi Pune   Possession by: January 2014,Pune
Sai Eshanya,Vasudha Developer,Balewadi,2 BHK,Pune
7 Avenues,Sai Innovision Associates,Balewadi,2 3 BHK,Pune
Ganga Sparsh,Goel Ganga Group,NIBM Annexe,2 BHK,Pune
Ganga Elika,Goel Ganga Developments,Undri,2 3 BHK,Pune
Marvel Ganga Fria,Marvel Realtors,Wagholi,2 3 4 BHK,Pune
Kalpataru Estate,Kalpataru Constructions,Pimple Gurav,2 3 BHK,Pune
Skyline,Adi Properties,Wakad,2 3 BHK,Pune
Micasaa,Gagan Global Developers,Wagholi,1 2 3 BHK,Pune
Gagan 33,Gagan Global Developers,Baner,3 BHK,Pune
Pride Platinum,Pride Purple Properties,Baner,3 BHK,Pune
Pebbles II,Rainbow Housing,Bavdhan,2 3 BHK,Pune
Shreemant Ganray Krupa,Ganrraj Associates,Balewadi,2 BHK,Pune
Pegasus Megapolis,Megapolis Group,Hinjewadi,2 3 BHK,Pune
Gulmohar Blossom,Dedge Karmarkar Associates,Wakad,2 BHK,Pune
Shubham Apartments,Labh Promoters And Developers,Tathawade,2 BHK,Pune
Ashok Meadows,Peninsula Land and Clover Realty,Hinjewadi,2 3 BHK,Pune
Pristine Prolife II,Pristine Properties,Wakad,2 3 BHK,Pune
La Terria,Shriram Housing,Vishrantwadi,2 BHK,Pune
Fortune Impression,Sun n Mun Services Pvt. Ltd.,Talegaon,Residential Plot in Talegaon Pune   Possession by: April 2013,Pune
Vermont,Bhandari Associates,Wagholi,2 BHK,Pune
Pittie Kourtyard,Pittie,Kharadi,2 4 BHK,Pune
Kumar City,Kumar Builders,Kalyani Nagar,4 5 BHK,Pune
Alankapuram,R K Lunkad Housing Corporation,Alandi,1 2 BHK,Pune
Silver Springs,Manav Housing,Wagholi,1 2 BHK,Pune
Kumar Princeville,Kumar,Moshi,2 BHK,Pune
Kasturi Voyage,Kasturi,Moshi,2 3 BHK,Pune
Srushti Orbit,WS Developers,Wagholi,1 2 BHK Multistorey Apartment,Pune
Dhanashree Aangan,Atria Constructions,Undri,1 2 BHK,Pune
Hill View,Ashapura Promoters and Developers,Undri,1 2 BHK,Pune
Brahma Skycity,Brahma Realty & Infrastructure,Dighi,2 3 BHK,Pune
Plenum Park,Chamadia Landmark,Mundhwa,2 3 BHK,Pune
Forest County,Vascon Developers and Clover Builders,Kharadi,2 3 4 5 BHK,Pune
Adimaa,Supreme Universal,Boat Club Road,5 BHK,Pune
Shreeyash Homes Bhargav Villa,Shreeyash Realty,Tingre Nagar,1 BHK,Pune
Goodwill 24,Choice Creations,Dhanori Lohegaon Road,1 2 BHK,Pune
Suyash Nisarg,Suyash Developers,Hadapsar,2 3 BHK,Pune
Nirvana,Skywards Developers,Magarpatta,2 3 BHK,Pune
Marvel Aquanas,Marvel Realtors,Kharadi,4 5 BHK,Pune
Srushti Heights,WS Developers,Wagholi,1 2 BHK,Pune
Mangalam Shrushti,Mangal Group,Wagholi,1 BHK,Pune
Sai Samarth,Shreemangal,Lohegaon,1 2 BHK,Pune
Laxmisatyam Residency,Vijayalaxmi Developmets,Dhanori,1 2 BHK,Pune
Silver Crest,Anand Group,Wagholi,1 2 BHK,Pune
Shree Ram Hill View,Shree Ram Group,Lohegaon,1 2 BHK,Pune
Vineet Plaza,Moraya Associates,Lohegaon,2 BHK,Pune
Palladium Homes,Raojee Constructions,Dhanori,1 2 BHK,Pune
Mandke Arman,Sudhir Mandke And Company,Viman Nagar,1 2 3 BHK,Pune
Vrindavan Heights,Kwality World Developers,Magarpatta,2 BHK,Pune
Span O Life,Surya Builders,Kharadi,2 3 BHK,Pune
Marvel Azure,Marvel Realtors,Magarpatta,3 BHK,Pune
Eon Water Front,Panchshil Realty,Kharadi,4 5 BHK,Pune
Chaitanya Vihar,Suraj Info Pvt Ltd,Ch,2 BHK,Pune
Soham Riveria,Suraj Info Pvt Ltd,S,3 BHK,Pune
Estado Presidential II,Estado Properties,Ravet,4 BHK Residential House,Pune
Spark Urban Bliss,Spark Realty,Wagholi,1 BHK,Pune
Kingstown,Harshad Construction,Wagholi,1 2 BHK,Pune
Shreemant Ganaray Krupa,Ganarraj Associates,Balewadi,2 BHK,Pune
Shekhar Heights,Shekhar Developers,Shikrapur,1 2 BHK,Pune
Marvels Cascada,Marvel Group,Balewadi,2 3 4 BHK,Pune
Park Titanium,Pride Purple Properties,Wakad,3 4 BHK,Pune
Krupa Apartments,Krupa Associates,Wanowrie,2 BHK,Pune
River Residency,Iswar Parmar Group,Chikhali,2 3 BHK,Pune
La Tierra,Shriram Housing,Vishrantwadi,2 BHK,Pune
Aarohi Park,Aarohi Developers & Promoters Pvt. Ltd.,Hinjewadi,Residential Plot in Hinjewadi Pune   Possession by: March 2013,Pune
Shubh Gloriya,Shubh Infra,Manjri,2 BHK Multistorey Apartment,Pune
Echoing Green,Siddhivinayak Group,Wakad,2 BHK,Pune
Windsor Residency,Icon Development Corporation,Baner,2 3 BHK,Pune
Ceratec City,Ceratec Constructions,Kondhwa,2 3 BHK Residential House,Pune
Alfa Greenfields,ARK Prem Construction,Talegaon,2 3 4 BHK Multistorey Apartment,Pune
Yugay,Vastushree Developers,Baner,4 BHK,Pune
Equatorial,Nyati Group,Bavdhan,2 3 BHK,Pune
Empire Estate,Empire Properties,Ch,2 3 BHK,Pune
Ganga Elika,Goel Ganga Development,Undri,2 BHK,Pune
Bramha Sky City,Brahma Realty & Infrastructure,Viman Nagar,2 3 BHK,Pune
The Nook,Bhojwani Homes,Tathawade,2 BHK,Pune
Nirmaan Aasamant,Nirmaan Group,NIBM Annexe,2 3 BHK Multistorey Apartment,Pune
Teerth Towers,Teerth Developers,Baner,2 3 BHK,Pune
Vasudha Parnika,Vasudha Developer,Balewadi,3 BHK,Pune
Park Springs,Pride Purple Properties,Dhanori,2 3 BHK,Pune
The Greater Ganga Panama,Goel Ganga Group,Pimple Nilakh,2 BHK,Pune
Emerald Phase II,Gawade Construction Co.,Wakad,1 2 BHK,Pune
Kalpataru Serenity,Ashoka Properties Pvt. Ltd.,Manjri,2 3 BHK,Pune
Kalpataru Harmony,Aura Real Estate Pvt. Ltd.,Wakad,2 3 BHK,Pune
Malpani Greens,,Wakad,2 3 BHK,Pune
Souvenir,Saarrthi Group,Baner,1 2 3 BHK,Pune
Valencia,Pride Purple Group,Baner,2 3 BHK,Pune
Pebbles,Rainbow Housing and Abhinav & Samarth Group,Bavdhan,2 3 BHK,Pune
Songbirds,SKYi Premium Properties,Bhugaon,1 2 3 BHK,Pune
Marvel Fria,Marvel Realtors,Wagholi,2 3 BHK,Pune
